Region,U-wide/ Faculty,Country,University Name,Regular semester workload for full-time undergraduate students,Units,Conversion,Remarks
Europe,BIZ,Germany,Technical University of Munich,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Germany,Ulm University,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Germany,University of Bonn,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Germany,University of Freiburg,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Germany,University of Heidelberg,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Germany,University of Hohenheim,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Germany,University of Konstanz,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Germany,University of Mannheim,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Germany,University of Stuttgart,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Germany,University of Tübingen,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Hungary,Budapest University of Technology and Economics,30,ECTS,0.6666666666666666,European University - standard
Europe,BIZ,Hungary,Corvinus University of Budapest,30,ECTS,0.6666666666666666,Units Proposed by BIZ
Europe,U-wide,Iceland,University of Iceland,30,ECTS,0.6666666666666666,GRO Info & FASS website Tallies
Europe,U-wide,Ireland,Trinity College Dublin,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Ireland,University College Cork,30,ECTS,0.6666666666666666,European University - standard
Europe,FoS,Ireland,University College Cork,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Ireland,University College Dublin,30,ECTS,0.6666666666666666,European University - standard
Europe,BIZ,Ireland,University College Dublin,30,ECTS,0.6666666666666666,European University - standard
Europe,FASS,Italy,Bocconi University,30,ECTS,0.6666666666666666,European University - standard
Europe,FoS,Italy,Catholic University of the Sacred Heart,30,ECTS,0.6666666666666666,European University - standard
Europe,CDE,Italy,Polytechnic University of Milan (Politecnico di Milano),30,ECTS,0.6666666666666666,European University - standard
Europe,CDE,Italy,Polytechnic University of Turin (Politecnico di Torino),30,CFU (30 ECTS),0.6666666666666666,GRO Info - Verified by PVO
Europe,U-wide,Italy,University of Bologna,30,ECTS,0.6666666666666666,European University - standard
Europe,BIZ,Italy,University of Commerce 'Luigi Bocconi' Milan,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Lithuania,Vilnius University,30,ECTS,0.6666666666666666,GRO Info & FASS website Tallies
Europe,FASS,Netherlands,"Erasmus School of History, Culture and Communication",30,ECTS,0.6666666666666666,European University - standard
Europe,FASS,Netherlands,Erasmus School of Social and Behavioural Sciences,30,ECTS,0.6666666666666666,European University - standard
Europe,FASS,Netherlands,Leiden University,30,ECTS,0.6666666666666666,European University - standard
Europe,FoS,Netherlands,Leiden University (Faculty of Science),30,ECTS,0.6666666666666666,European University - standard
Europe,FoS,Netherlands,Leiden University Medical Centre,30,ECTS,0.6666666666666666,European University - standard
Europe,BIZ,Netherlands,Maastricht University,30,ECTS,0.6666666666666666,European University - standard
Europe,FASS,Netherlands,Maastricht University,30,ECTS,0.6666666666666666,European University - standard
Europe,FoS,Netherlands,Radbound University Nijmegen,30,ECTS,0.6666666666666666,GRO Info - Verified by PVO
Europe,BIZ,Netherlands,"Rotterdam School of Management, Erasmus University",30,EC,0.6666666666666666,GRO Info & FASS website Tallies
Europe,BIZ,Netherlands,Tilburg University,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Netherlands,Delft University of Technology,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Netherlands,Eindhoven University of Technology,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Netherlands,University of Amsterdam,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Netherlands,Utrecht University,30,ECTS,0.6666666666666666,European University - standard
Europe,BIZ,Norway,BI Norwegian Business School,30,ECTS,0.6666666666666666,European University - standard
Europe,BIZ,Norway,Norwegian School of Economics,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Norway,Norwegian University of Science and Technology,30,ECTS,0.6666666666666666,GRO Info & FASS website Tallies
Europe,U-wide,Norway,University of Oslo,30,ECTS,0.6666666666666666,GRO Info & FASS website Tallies
Europe,BIZ,Poland,Warsaw School of Economics,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Poland,Cracow University of Technology,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Poland,Jagiellonian University,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Poland,Warsaw University of Technology,30,ECTS,0.6666666666666666,European University - standard
Europe,BIZ,Portugal,"Catholic University of Portugal, Católica Lisbon School of Business and Economics",30,ECTS,0.6666666666666666,European University - standard
Europe,BIZ,Portugal,Nova School of Business and Economics,30,ECTS,0.6666666666666666,Units Proposed by BIZ
Europe,BIZ,Slovenia,University of Ljubljana,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Spain,Autonomous University of Barcelona ,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Spain,Autonomous University of Madrid,30,ECTS,0.6666666666666666,European University - standard
Europe,BIZ,Spain,ESADE Business School,30,ECTS,0.6666666666666666,European University - standard
Europe,BIZ,Spain,IE Business School,30,ECTS,0.6666666666666666,European University - standard
Europe,CDE,Spain,UIC Catalunya,30,ECTS,0.6666666666666666,European University - standard
Europe,BIZ,Spain,University of Navarra,30,ECTS,0.6666666666666666,European University - standard
Europe,CDE,Spain,University of Navarra,30,ECTS,0.6666666666666666,European University - standard
Europe,CDE,Sweden,Blekinge Institute of Technology,30,ECTS,0.6666666666666666,European University - standard
Europe,FoS,Sweden,Karolinska Institute,30,ECTS,0.6666666666666666,European University - standard
Europe,SoC,Sweden,Karolinska Institute,30,ECTS,0.6666666666666666,European University - standard
Europe,CDE,Sweden,Linkoping University,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Sweden,Lund University,30,ECTS,0.6666666666666666,GRO Info & FASS website Tallies
Europe,BIZ,Sweden,Lund University,30,ECTS,0.6666666666666666,GRO Info & FASS website Tallies
Europe,FASS,Sweden,Stockholm School of Economics,30,ECTS,0.6666666666666666,European University - standard
Europe,BIZ,Sweden,Stockholm School of Economics,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Sweden,Chalmers University of Technology,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Sweden,KTH Royal Institute of Technology,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Sweden,Stockholm University,30,ECTS,0.6666666666666666,European University - standard
Europe,BIZ,Sweden,Stockholm University,30,ECTS,0.6666666666666666,European University - standard
Europe,SoC,Sweden,Stockholm University,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Sweden,University of Gothenburg,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Sweden,Uppsala University,30,ECTS,0.6666666666666666,European University - standard
Europe,BIZ,Sweden,Uppsala University,30,ECTS,0.6666666666666666,European University - standard
Europe,CDE,Switzerland,ECAL – University of Art and Design Lausanne,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Switzerland,University of Geneva,30,ECTS,0.6666666666666666,GRO Info & FASS website Tallies
Europe,U-wide,Switzerland,University of Lausanne,30,ECTS,0.6666666666666666,GRO Info & FASS website Tallies
Europe,BIZ,Switzerland,University of Lausanne,30,ECTS,0.6666666666666666,GRO Info & FASS website Tallies
Europe,BIZ,Switzerland,University of St Gallen,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Switzerland,EPFL – Swiss Federal Institute of Technology Lausanne,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Switzerland,ETH Zurich – Swiss Federal Institute of Technology Zurich,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Switzerland,University of Zurich,30,ECTS,0.6666666666666666,European University - standard
Europe,U-wide,Turkiye,Bilkent University,15,credits,1.3333333333333333,GRO Info & FASS website Tallies
Europe,U-wide,Turkiye,Sabanci University,15,credits (30 ECS),1.3333333333333333,GRO Info & FASS website Tallies
Europe,BIZ,Turkiye,Sabanci University,15,credits (30 ECS),1.3333333333333333,GRO Info & FASS website Tallies
Europe,BIZ,United Kingdom,City University of London,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,U-wide,United Kingdom,Durham University,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,U-wide,United Kingdom,Imperial College London,30,ECTS,0.6666666666666666,GRO Info - Verified by PVO
Europe,U-wide,United Kingdom,King's College London,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,U-wide,United Kingdom,London School of Economics,2,units,10,GRO Info - verified by PVO
Europe,CDE,United Kingdom,Loughborough University,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,FASS,United Kingdom,Loughborough University,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,U-wide,United Kingdom,University College London,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,CDE,United Kingdom,University of Aberdeen,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,U-wide,United Kingdom,University of Bath,30,ECTS,0.6666666666666666,GRO Info - Verified by PVO
Europe,BIZ,United Kingdom,University of Bath,30,ECTS,0.6666666666666666,GRO Info - Verified by PVO
Europe,U-wide,United Kingdom,University of Birmingham,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,U-wide,United Kingdom,University of Bristol,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,FoS,United Kingdom,University of Dundee,60,SCOTCAT credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,U-wide,United Kingdom,University of Edinburgh,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,U-wide,United Kingdom,University of Glasgow,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,U-wide,United Kingdom,University of Leeds,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,BIZ,United Kingdom,University of Leeds,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,U-wide,United Kingdom,University of Liverpool,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,U-wide,United Kingdom,University of Manchester,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,BIZ,United Kingdom,University of Manchester,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,U-wide,United Kingdom,University of Newcastle upon Tyne,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,U-wide,United Kingdom,University of Nottingham,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,U-wide,United Kingdom,University of Sheffield,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,CDE,United Kingdom,University of Southamptom,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,U-wide,United Kingdom,University of St Andrews,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,CDE,United Kingdom,University of Strathclyde,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,U-wide,United Kingdom,University of Warwick,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,BIZ,United Kingdom,University of Warwick,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Europe,U-wide,United Kingdom,University of York,60,credits,0.3333333333333333,Standardise UK to 60 CATS credits
Middle East & Africa,CDE,South Africa,Stellenbosch University,30,ECTS (60 credits),0.6666666666666666,GRO Info - Verified by PVO
Singapore,U-wide,Singapore,Nanyang Technological University,16,units,1.25,
Singapore,U-wide,Singapore,Singapore Institute of Technology,30,credits,0.6666666666666666,
Singapore,U-wide,Singapore,Singapore Management University,4,units,5,
Singapore,U-wide,Singapore,Singapore University of Social Sciences,30,CU,0.6666666666666666,
Singapore,U-wide,Singapore,Singapore University of Technology and Design,48,credits,0.4166666666666667,GRO Info - Verified by PVO
